row ID,row m/z,row retention time,Pooled_Urine_5_posneg_b.mzXML Peak area,Urine_05_Top10_POS.mzXML Peak area,Urine_05_Top10_posneg.mzXML Peak area,Urine_101_Top10_posneg.mzXML Peak area,Urine_14_Top10_posneg.mzXML Peak area,Urine_19_Top10_POS.mzXML Peak area,Urine_19_Top10_posneg.mzXML Peak area,Urine_20_Top10_POS.mzXML Peak area,Urine_20_Top10_posneg.mzXML Peak area,Urine_22_Top10_posneg.mzXML Peak area,Urine_23_Top10_posneg.mzXML Peak area,Urine_25_Top10_posneg.mzXML Peak area,Urine_37_Top10_POS.mzXML Peak area,Urine_37_Top10_posneg.mzXML Peak area,Urine_44_Top10_POS.mzXML Peak area,Urine_44_Top10_posneg.mzXML Peak area,Urine_60_Top10_posneg.mzXML Peak area,Urine_61_Top10_POS.mzXML Peak area,Urine_61_Top10_posneg.mzXML Peak area,Urine_64_Top10_POS.mzXML Peak area,Urine_64_Top10_posneg.mzXML Peak area,Urine_66_Top10_posneg.mzXML Peak area,Urine_67_Top10_posneg.mzXML Peak area,Urine_73_Top10_POS.mzXML Peak area,Urine_73_Top10_posneg.mzXML Peak area,Urine_74_Top10_POS.mzXML Peak area,Urine_74_Top10_posneg.mzXML Peak area,Urine_76_Top10_posneg.mzXML Peak area,Urine_84_Top10_posneg.mzXML Peak area,Urine_86_Top10_posneg.mzXML Peak area,Urine_87_Top10_POS.mzXML Peak area,Urine_87_Top10_posneg.mzXML Peak area,Urine_88_Top10_posneg.mzXML Peak area,Urine_90_Top10_POS.mzXML Peak area,Urine_90_Top10_posneg.mzXML Peak area,Urine_91_Top10_POS.mzXML Peak area,Urine_91_Top10_posneg.mzXML Peak area,Urine_95_Top10_posneg.mzXML Peak area,Urine_96_Top10_posneg.mzXML Peak area,
2861,224.11302185058594,9.356733333333333,0,0,0,0,0,0,0,2.294628345335938E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2862,224.12808736165366,3.9796777777777783,0,0,0,0,0,0,0,7.556338818666403E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4705539627809373E8,4.968716494200703E8,0,0,0,0,0,0,0,0,0,0,0,0,
2863,225.11226654052734,4.831683333333334,0,0,0,0,0,0,0,1.4465362096920308E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.479579019794923E7,0,0,0,
2864,225.14852905273438,3.8364833333333332,0,0,0,0,0,0,0,1.8802589463406246E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2865,226.1161346435547,9.186041666666666,0,0,0,0,0,0,0,1.281118767632539E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7021215235957822E8,0,0,0,0,0,
2866,226.14361572265625,4.466283333333333,0,0,0,0,0,0,0,5.073432256708984E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.816885629426953E7,0,0,0,
2867,226.1548817952474,15.666416666666668,0,0,0,0,0,0,0,1.265356686268242E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.527097102500005E7,0,0,5.624127285406643E7,0,0,0,0,0,
2868,228.0745391845703,10.655983333333333,0,0,0,0,0,0,0,2.5235259848812487E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2869,228.1454620361328,21.038166666666665,0,0,0,0,0,0,0,3.582837753566406E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2870,228.17061233520508,15.730466666666667,0,0,0,0,0,0,0,5780535.441910152,0,0,0,0,0,0,0,0,0,2141881.7885156185,0,0,0,0,0,0,0,0,0,0,0,0,2880614.061062488,0,0,0,0,4625077.614871094,0,0,0,
2871,229.06329345703125,9.621616666666668,0,0,0,0,0,0,0,8.070419048067191E7,0,0,0,0,0,0,1.2152279729734376E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2872,230.04586791992188,7.652033333333334,0,0,0,0,0,0,0,5.496534030241798E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2873,230.17505391438803,3.858522222222222,0,0,0,0,0,0,0,3.3649346563250005E7,0,0,0,0,0,0,0,0,0,0,0,1070817.7572812494,0,0,0,0,0,1.0661339558432811E8,0,0,0,0,0,0,0,0,0,0,0,0,0,
2874,230.18621826171875,12.568333333333333,0,0,0,0,0,0,0,3.039237043568437E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2875,230.24782180786133,4.542529166666666,0,0,0,0,0,0,0,1.3399984365573442E8,0,0,0,0,0,0,1.1736416956124999E7,0,0,0,0,0,0,0,0,4.129436800314842E7,0,1.1858196142171877E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
2876,231.12256622314453,10.0271,0,0,0,0,0,0,0,9.975200027458595E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5042756052534378E8,0,0,0,0,0,0,0,0,0,0,0,0,0,
2877,231.17031860351562,7.45845,0,0,0,0,0,0,0,4.2935199720302725E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2878,231.189453125,12.54115,0,0,0,0,0,0,0,3.705201488061717E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2879,233.06314086914062,9.999905555555555,0,0,0,0,0,0,0,3.0281948170312483E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1100500755973436E8,0,0,0,0,0,0,0,0,0,0,0,5.841426893170309E7,0,0,0,
2880,233.11294555664062,4.684133333333333,0,0,0,0,0,0,0,2.1293179587623432E8,0,0,0,0,0,0,0,0,0,1.3697622863787502E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8522842581838664E8,0,0,0,
2881,234.10830688476562,10.879133333333334,0,0,0,0,0,0,0,1.4160615575142193E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2882,234.123779296875,6.975866666666667,0,0,0,0,0,0,0,2.5945777538530466E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2883,234.6625862121582,13.6148875,0,0,0,0,0,0,0,5847527.42453907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4199489.526734392,0,0,8.254179109883985E7,0,5056761.05248045,0,0,0,
2884,234.83985900878906,11.111266666666667,0,0,0,0,0,0,0,9.627775410269523E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2885,235.08006286621094,6.32725,0,0,0,0,0,0,0,4.0466071644514465E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2886,235.14736938476562,6.249766666666667,0,0,0,0,0,0,0,2.5798740069967183E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2887,236.15058135986328,7.342841666666667,0,0,0,0,0,0,0,2.4825491164706263E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1991810040499955E7,0,0,0,
2888,236.83806610107422,11.2641,0,0,0,0,0,0,0,6847713.188312481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0405162924859384E7,0,0,0,
2889,236.8986053466797,11.767066666666667,0,0,0,0,0,0,0,7010490.4262812445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2890,237.07330322265625,7.6756,0,0,0,0,0,0,0,1.0674845626858592E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2891,237.11197204589843,4.306206666666666,0,0,0,0,0,0,0,1.1138487943490234E8,0,0,0,0,1.2265246337722655E8,0,8.533753461754298E7,0,0,9.095541953946875E7,0,0,0,0,0,0,0,0,0,0,0,0,5.0835905196960956E7,0,0,0,0,0,0,0,0,
2892,237.1849365234375,3.9450999999999996,0,0,0,0,0,0,0,8490148.778124997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2893,238.10728454589844,3.972666666666667,0,0,0,0,0,0,0,7.906225546055861E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2894,238.1548614501953,14.46535,0,0,0,0,0,0,0,1.6206391449574602E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3469735258811328E8,0,0,0,
2895,239.08901977539062,7.60065,0,0,0,0,0,0,0,1.1335155801982816E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2896,239.12767028808594,4.117408333333334,0,0,0,0,0,0,0,4.3119326340849215E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4300806524891406E8,0,0,0,
2897,239.16401290893555,3.834808333333333,0,0,0,0,0,0,0,6.375450915538284E8,0,0,0,0,1.066046904556992E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5008619693812514E7,0,2.3358611487511715E8,0,0,0,
2898,239.939697265625,11.422733333333333,0,0,0,0,0,0,0,1.567125207760195E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2899,240.12461471557617,4.289025,0,0,0,0,0,0,0,1.0017115133678126E8,0,0,0,0,0,0,4.793527662551172E7,0,0,8.339975465539844E7,0,0,0,0,0,0,0,0,0,0,0,0,1.474176489001328E8,0,0,0,0,0,0,0,0,
2900,240.1673583984375,3.890516666666667,0,0,0,0,0,0,0,1.1356791403707422E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2901,241.03096923828124,10.711279999999999,0,0,0,0,0,0,0,2.2385519881189066E8,0,0,0,0,1.390510307225739E8,0,3.812203545607818E7,0,0,0,0,0,0,0,0,3.9675442701562606E7,0,0,0,0,0,0,0,0,0,2.4251114289835536E8,0,0,0,0,0,
2902,241.1043243408203,4.759211111111111,0,0,0,0,0,0,0,1.0641551036839843E8,0,0,0,0,0,0,0,0,0,7.056660066872655E7,0,0,0,0,0,0,0,0,0,0,0,0,8.645934496041796E7,0,0,0,0,0,0,0,0,
2903,241.14324951171875,3.9179000000000004,0,0,0,0,0,0,0,1.9138528581078123E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2904,241.1796417236328,4.323966666666666,0,0,0,0,0,0,0,2.2763226601875007E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2905,242.0149688720703,10.205693333333333,0,0,0,0,0,0,0,6.405291583316404E7,0,0,0,0,2.6937654748999894E7,0,1.5264615903727338E8,0,0,0,0,0,0,0,0,9651848.641718714,0,3.367465804379689E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
2906,242.09972127278647,7.246794444444444,0,0,0,0,0,0,0,1.911897588187813E8,0,0,0,0,0,0,0,0,0,0,6.151873569031251E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5199875485369912E8,0,0,0,0,0,
2907,242.17494201660156,3.809966666666667,0,0,0,0,0,0,0,1.0365780714398433E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2908,243.12266540527344,4.8925,0,0,0,0,0,0,0,2.9183649497246087E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2909,243.17029317220053,4.294677777777778,0,0,0,0,0,0,0,1.573140338426797E8,0,0,0,0,0,0,0,0,0,0,0,7.535947327108593E7,0,0,0,0,0,1.8886921699732035E8,0,0,0,0,0,0,0,0,0,0,0,0,0,
2910,243.29736328125,4.987966666666667,0,0,0,0,0,0,0,3.2648375636039823E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2911,244.1180419921875,4.3774999999999995,0,0,0,0,0,0,0,1.1002660023353517E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2912,245.13810221354166,4.666711111111112,0,0,0,0,0,0,0,4.109664511324452E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3124907600123441E8,0,2.355513856863047E8,0,0,0,
2913,245.19049835205078,7.156208333333334,0,0,0,0,0,0,0,1.2195568570425007E8,0,0,0,0,1.381673690620469E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2914,247.09231567382812,6.249766666666667,0,0,0,0,0,0,0,6.505720007491329E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2915,248.11276245117188,9.289041666666666,0,0,0,0,0,0,0,9.43733542191953E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791369587912736E8,0,0,0,0,0,0,0,0,0,0,0,0,0,
2916,248.1239471435547,10.082666666666666,0,0,0,0,0,0,0,1.2236725251601557E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2917,249.0847930908203,7.577133333333333,0,0,0,0,0,0,0,6.4734522363249965E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2918,249.1483154296875,3.7826666666666666,0,0,0,0,0,0,0,1.1873919170444532E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2919,249.1708526611328,6.978899999999999,0,0,0,0,0,0,0,4.5968816853968725E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2157359532226555E7,0,0,0,0,0,
2920,250.05081176757812,12.1397,0,0,0,0,0,0,0,1.160571424715937E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2921,250.16746520996094,10.864,0,0,0,0,0,0,0,1.201108833221332E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199215706379977E9,0,0,0,
2922,250.8074493408203,10.982833333333334,0,0,0,0,0,0,0,1.098107477124688E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2923,251.05433654785156,12.113016666666665,0,0,0,0,0,0,0,5.9985864682289064E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2924,251.1276216506958,4.163097916666667,0,0,0,0,0,0,0,3.2288079156966E8,2.973285555102189E8,0,2.9705560219607055E8,0,0,0,0,0,0,1.5841542086305073E8,1.2477662411277346E8,8.402299288728124E7,0,0,1.7355729781131253E8,1.3681929906052342E8,3.052831376306093E8,0,0,0,1.815000670605703E8,3.199140011587031E8,2.1560117950893757E8,2.5265870283729687E8,3.7092464958774996E8,2.1744995435990626E8,0,2.1906428122362095E8,0,0,0,
2925,251.16397094726562,3.9179000000000004,0,0,0,0,0,0,0,1.5078697314173043E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2926,252.15908813476562,4.537583333333333,0,0,0,0,0,0,0,3.1682694847062506E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2927,252.17045084635416,9.399472222222222,0,0,0,0,0,0,0,2.978530017475705E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7878010810447663E8,3.057747893242854E8,0,0,
2928,252.21678161621094,19.812083333333334,0,0,0,0,0,0,0,2.4061607579713666E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.704013951301133E8,0,0,0,0,0,
2929,252.80574544270834,10.879255555555558,0,0,0,0,0,0,0,9.452747731204693E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.601387801840627E7,0,0,0,0,2.1939979632886708E7,0,0,0,
2930,253.11827087402344,7.407916666666667,0,0,0,0,0,0,0,1.4790700677807027E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2931,253.17965698242188,7.5059,0,0,0,0,0,0,0,2.6110509449420315E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2932,254.00921630859375,4.055466666666667,0,0,0,0,0,0,0,1.9767591388835933E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2933,254.14962005615234,4.574454166666667,0,0,0,0,0,0,0,3.342350849038789E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197972864538047E8,0,0,3.8386562049453133E8,0,1.831386626485157E8,0,0,0,
2934,254.1609649658203,3.1264166666666666,0,0,0,0,0,0,0,6.177041282000425E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2935,254.175048828125,4.3774999999999995,0,0,0,0,0,0,0,1.7760462215890624E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2936,254.1861114501953,13.327208333333333,0,0,0,0,0,0,0,2.6073451168332007E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.088648433652339E7,0,0,0,
2937,255.0432891845703,3.9528,0,0,0,0,0,0,0,8211905.871445303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5761416.080332037,0,0,0,
2938,255.0652313232422,6.9552000000000005,0,0,0,0,0,0,0,1.671991544758125E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2939,255.1202850341797,4.941766666666666,0,0,0,0,0,0,0,4.148534166470312E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2940,257.0625305175781,9.356733333333333,0,0,0,0,0,0,0,9.752470512704685E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2941,257.9805603027344,7.122716666666666,0,0,0,0,0,0,0,7.605282800417179E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2942,258.05255126953125,4.3774999999999995,0,0,0,0,0,0,0,8.382337006799218E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2943,258.1528686523437,4.624789999999999,0,0,0,0,0,0,0,6.523627853942268E8,0,0,0,0,5.3573990332616794E8,0,6.527611543790627E7,0,0,0,0,2.899405891659807E8,0,2.0950197671931207E9,0,2.042074031539415E8,0,2.311094288000312E8,4.3976033253739834E8,0,0,0,0,0,0,0,5.555604544571369E8,3.424043544264139E8,0,0,0,
2944,258.2063293457031,3.972666666666667,0,0,0,0,0,0,0,9876228.006929683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2945,258.217529296875,6.059266666666667,0,0,0,0,0,0,0,2.3312680680960152E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2946,259.0923126220703,9.276588333333333,0,0,0,0,0,0,0,9.644193479254715E7,3.238643238118746E8,0,0,0,2.0362722138840637E8,0,1.7953621681323463E8,0,0,0,0,1.0406164320489843E8,0,0,0,1.8840605230557033E8,0,0,0,0,2.3295928092746872E8,0,1.1482529414576532E8,0,0,0,0,7.818903904161724E7,0,1.9864139396262488E8,0,
2947,259.1115417480469,11.085,0,0,0,0,0,0,0,1.5724226947881642E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2948,259.1289978027344,7.1665,0,0,0,0,0,0,0,1.0547987677553122E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2949,259.1903076171875,4.027616666666667,0,0,0,0,0,0,0,9967834.375890616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2950,259.2207336425781,5.986783333333333,0,0,0,0,0,0,0,2.9384963751511715E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2951,260.00128173828125,11.5303,0,0,0,0,0,0,0,5119438.706445328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2952,260.0221862792969,7.286566666666667,0,0,0,0,0,0,0,1.2959753971679686E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2953,260.14892578125,4.698316666666667,0,0,0,0,0,0,0,2.5187652043694535E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2954,260.8574523925781,11.712616666666666,0,0,0,0,0,0,0,3.2916627971656278E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2955,261.0980529785156,8.567450000000001,0,0,0,0,0,0,0,7.051505091866136E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3197765473562104E8,0,0,0,
2956,261.1332702636719,5.262316666666666,0,0,0,0,0,0,0,1.670236453677891E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2957,261.1443237304687,9.7369,0,0,0,0,0,0,0,1.5398354907562888E8,0,0,0,0,1.3221512577704686E8,0,0,0,0,0,0,0,0,0,0,1.1073644933924608E8,0,1.564074531352344E8,0,0,0,0,0,0,0,0,0,1.5101926901132816E8,0,0,0,
2958,261.1557922363281,10.408633333333334,0,0,0,0,0,0,0,1.7436003659016007E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2959,261.1889343261719,7.012579166666667,0,0,0,0,0,0,0,1.4802971538578904E8,0,0,4.4183061202329683E8,0,0,0,0,0,0,0,0,0,0,0,0,4.031106396648712E8,0,0,0,0,0,0,0,0,0,0,0,4.472399795874687E8,0,0,0,
2960,262.1282272338867,7.9300999999999995,0,0,0,0,0,0,0,7.190629992767926E8,0,0,0,0,0,0,0,0,0,3.6226838728128904E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.879204313464883E8,0,5.765677712969531E8,0,0,0,
2961,262.14007568359375,7.984633333333333,0,0,0,0,0,0,0,1.5111780903109212E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2962,262.1711120605469,7.814383333333334,0,0,0,0,0,0,0,5.395738760770935E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2963,263.02679443359375,10.254316666666666,0,0,0,0,0,0,0,7.250272721467175E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2964,263.0413513183594,10.723799999999999,0,0,0,0,0,0,0,8.602429202224998E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.743051270535155E7,0,0,0,0,7.426038155462497E7,0,0,0,
2965,263.1639099121094,3.7826666666666666,0,0,0,0,0,0,0,1.9564412048411724E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2966,264.19561767578125,4.2720666666666665,0,0,0,0,0,0,0,1.7999187821695328E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2967,265.02838134765625,8.6024,0,0,0,0,0,0,0,5.852737028387539E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2968,265.1491394042969,7.570116666666667,0,0,0,0,0,0,0,3.175057453178829E8,0,0,0,0,8.554101812251171E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2969,265.1795654296875,3.9179000000000004,0,0,0,0,0,0,0,1.729088103510156E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2970,266.1020812988281,8.023980952380953,0,0,0,0,0,0,0,5.048276813361716E8,0,0,0,0,1.8160916862630472E8,0,5.7799780384687506E7,0,0,0,0,1.0618154174716404E8,0,0,0,1.7302880100173834E8,0,0,0,0,0,0,0,0,0,1.3001682908491412E8,0,4.0363980676271874E8,0,0,0,
2971,266.1827392578125,3.9179000000000004,0,0,0,0,0,0,0,1.733821906568437E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2972,267.9625549316406,5.842983333333334,0,0,0,0,0,0,0,1.6470381602814847E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2973,268.0904235839844,9.191533333333332,0,0,0,0,0,0,0,9.025547212812497E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2974,268.15411376953125,3.7826666666666666,0,0,0,0,0,0,0,1.2381563285489844E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
